GENE	COVERAGE	STRAIN	GROUP
QG37_07245	0.7176	CDC_B11227	South Africa
QG37_07245	0.8793	CDC_B11228	South Africa
QG37_07245	0.7530	CDC_B11229	South Africa
QG37_07245	0.7077	CDC_B11230	South Africa
QG37_07245	0.8132	CDC_B11243	Venezuela
QG37_07245	0.7155	CDC_B11244	Venezuela
QG37_07245	0.7340	CDC_B11245	Venezuela
QG37_07245	0.6974	CDC_B11246	Venezuela
QG37_07245	0.7705	CDC_B11247	Venezuela
QG37_07246	0.6354	CDC_B11096	Pakistan
QG37_07246	0.4296	CDC_B11097	Pakistan
QG37_07246	0.5752	CDC_B11098	Pakistan
QG37_07246	0.4420	CDC_B11099	Pakistan
QG37_07246	0.5245	CDC_B11101	Pakistan
QG37_07246	0.4684	CDC_B11102	Pakistan
QG37_07246	0.5450	CDC_B11103	Pakistan
QG37_07246	0.5195	CDC_B11105	Pakistan
QG37_07246	0.4549	CDC_B11112	Pakistan
QG37_07246	0.5020	CDC_B11113	Pakistan
QG37_07246	0.5094	CDC_B11114	Pakistan
QG37_07246	0.4071	CDC_B11115	Pakistan
QG37_07246	0.4951	CDC_B11116	Pakistan
QG37_07246	0.5129	CDC_B11117	Pakistan
QG37_07246	0.5037	CDC_B11118	Pakistan
QG37_07246	0.4473	CDC_B11119	Pakistan
QG37_07246	0.5040	CDC_B11200	India
QG37_07246	0.4606	CDC_B11201	India
QG37_07246	0.4701	CDC_B11205	India
QG37_07246	0.5147	CDC_B11206	India
QG37_07246	0.3901	CDC_B11207	India
QG37_07246	0.5383	CDC_B11208	India
QG37_07246	0.4769	CDC_B11209	India
QG37_07246	0.5015	CDC_B11210	India
QG37_07246	0.5928	CDC_B11212	India
QG37_07246	0.3932	CDC_B11213	India
QG37_07246	0.4545	CDC_B11214	India
QG37_07246	0.4661	CDC_B11215	India
QG37_07246	0.4074	CDC_B11216	India
QG37_07246	0.2373	CDC_B11217	India
QG37_07246	0.4941	CDC_B11218	India
QG37_07246	0.4686	CDC_B11219	India
QG37_07246	0.5008	CDC_B11220	Japan
QG37_07246	0.4344	CDC_B11221	South Africa
QG37_07246	0.5503	CDC_B11222	South Africa
QG37_07246	0.3916	CDC_B11223	South Africa
QG37_07246	0.5152	CDC_B11224	South Africa
QG37_07246	0.4025	CDC_B11225	South Africa
QG37_07246	0.4992	CDC_B11226	South Africa
QG37_07246	0.5289	CDC_B11227	South Africa
QG37_07246	0.3903	CDC_B11228	South Africa
QG37_07246	0.5217	CDC_B11229	South Africa
QG37_07246	0.5249	CDC_B11230	South Africa
QG37_07246	0.4840	CDC_B11243	Venezuela
QG37_07246	0.5942	CDC_B11244	Venezuela
QG37_07246	0.4232	CDC_B11245	Venezuela
QG37_07246	0.5587	CDC_B11246	Venezuela
QG37_07246	0.5640	CDC_B11247	Venezuela
QG37_07247	0.7508	CDC_B11096	Pakistan
QG37_07247	0.7956	CDC_B11097	Pakistan
QG37_07247	0.6479	CDC_B11098	Pakistan
QG37_07247	0.8048	CDC_B11099	Pakistan
QG37_07247	0.7116	CDC_B11101	Pakistan
QG37_07247	0.7960	CDC_B11102	Pakistan
QG37_07247	0.8059	CDC_B11103	Pakistan
QG37_07247	0.7848	CDC_B11105	Pakistan
QG37_07247	0.7899	CDC_B11112	Pakistan
QG37_07247	0.7369	CDC_B11113	Pakistan
QG37_07247	0.7492	CDC_B11114	Pakistan
QG37_07247	0.6982	CDC_B11115	Pakistan
QG37_07247	0.7396	CDC_B11116	Pakistan
QG37_07247	0.7877	CDC_B11117	Pakistan
QG37_07247	0.7563	CDC_B11118	Pakistan
QG37_07247	0.8067	CDC_B11119	Pakistan
QG37_07247	0.7923	CDC_B11200	India
QG37_07247	0.7954	CDC_B11201	India
QG37_07247	0.7660	CDC_B11205	India
QG37_07247	0.7817	CDC_B11206	India
QG37_07247	0.7820	CDC_B11207	India
QG37_07247	0.8237	CDC_B11208	India
QG37_07247	0.8027	CDC_B11209	India
QG37_07247	0.7402	CDC_B11210	India
QG37_07247	0.8044	CDC_B11212	India
QG37_07247	0.7168	CDC_B11213	India
QG37_07247	0.7308	CDC_B11214	India
QG37_07247	0.6679	CDC_B11215	India
QG37_07247	0.7182	CDC_B11216	India
QG37_07247	0.6244	CDC_B11217	India
QG37_07247	0.7803	CDC_B11218	India
QG37_07247	0.7506	CDC_B11219	India
QG37_07247	0.7710	CDC_B11220	Japan
QG37_07247	0.7261	CDC_B11221	South Africa
QG37_07247	0.8004	CDC_B11222	South Africa
QG37_07247	0.8226	CDC_B11223	South Africa
QG37_07247	0.7712	CDC_B11224	South Africa
QG37_07247	0.8286	CDC_B11225	South Africa
QG37_07247	0.7970	CDC_B11226	South Africa
QG37_07247	0.7672	CDC_B11227	South Africa
QG37_07247	0.7981	CDC_B11228	South Africa
QG37_07247	0.7576	CDC_B11229	South Africa
QG37_07247	0.7775	CDC_B11230	South Africa
QG37_07247	0.8452	CDC_B11243	Venezuela
QG37_07247	0.8413	CDC_B11244	Venezuela
QG37_07247	0.7914	CDC_B11245	Venezuela
QG37_07247	0.7928	CDC_B11246	Venezuela
QG37_07247	0.7377	CDC_B11247	Venezuela
QG37_07248	0.7062	CDC_B11096	Pakistan
QG37_07248	0.7614	CDC_B11097	Pakistan
QG37_07248	0.5852	CDC_B11098	Pakistan
QG37_07248	0.6856	CDC_B11099	Pakistan
QG37_07248	0.5829	CDC_B11101	Pakistan
QG37_07248	0.7920	CDC_B11102	Pakistan
QG37_07248	0.7437	CDC_B11103	Pakistan
QG37_07248	0.6247	CDC_B11105	Pakistan
QG37_07248	0.6793	CDC_B11112	Pakistan
QG37_07248	0.6699	CDC_B11113	Pakistan
QG37_07248	0.4827	CDC_B11114	Pakistan
QG37_07248	0.7501	CDC_B11115	Pakistan
QG37_07248	0.5304	CDC_B11116	Pakistan
QG37_07248	0.6757	CDC_B11117	Pakistan
QG37_07248	0.7627	CDC_B11118	Pakistan
QG37_07248	0.6703	CDC_B11119	Pakistan
QG37_07248	0.5790	CDC_B11200	India
QG37_07248	0.6791	CDC_B11201	India
QG37_07248	0.7579	CDC_B11205	India
QG37_07248	0.6912	CDC_B11206	India
QG37_07248	0.7020	CDC_B11207	India
QG37_07248	0.7400	CDC_B11208	India
QG37_07248	0.6417	CDC_B11209	India
QG37_07248	0.6271	CDC_B11210	India
QG37_07248	0.6943	CDC_B11212	India
QG37_07248	0.7279	CDC_B11213	India
QG37_07248	0.7237	CDC_B11214	India
QG37_07248	0.5623	CDC_B11215	India
QG37_07248	0.6042	CDC_B11216	India
QG37_07248	0.4883	CDC_B11217	India
QG37_07248	0.6511	CDC_B11218	India
QG37_07248	0.6083	CDC_B11219	India
QG37_07248	0.7343	CDC_B11220	Japan
QG37_07248	0.6632	CDC_B11221	South Africa
QG37_07248	0.7466	CDC_B11222	South Africa
QG37_07248	0.7342	CDC_B11223	South Africa
QG37_07248	1.0147	CDC_B11224	South Africa
QG37_07248	0.7137	CDC_B11225	South Africa
QG37_07248	0.6652	CDC_B11226	South Africa
QG37_07248	0.5856	CDC_B11227	South Africa
QG37_07248	0.7596	CDC_B11228	South Africa
QG37_07248	0.7013	CDC_B11229	South Africa
QG37_07248	0.5942	CDC_B11230	South Africa
QG37_07248	0.9074	CDC_B11243	Venezuela
QG37_07248	0.7084	CDC_B11244	Venezuela
QG37_07248	0.7518	CDC_B11245	Venezuela
QG37_07248	0.7112	CDC_B11246	Venezuela
QG37_07248	0.7056	CDC_B11247	Venezuela
QG37_07249	0.8102	CDC_B11096	Pakistan
QG37_07249	0.7264	CDC_B11097	Pakistan
QG37_07249	0.8801	CDC_B11098	Pakistan
QG37_07249	0.9144	CDC_B11099	Pakistan
QG37_07249	0.8513	CDC_B11101	Pakistan
QG37_07249	1.0227	CDC_B11102	Pakistan
QG37_07249	1.0041	CDC_B11103	Pakistan
QG37_07249	0.9304	CDC_B11105	Pakistan
QG37_07249	0.9217	CDC_B11112	Pakistan
QG37_07249	0.9637	CDC_B11113	Pakistan
QG37_07249	0.9196	CDC_B11114	Pakistan
QG37_07249	0.8633	CDC_B11115	Pakistan
QG37_07249	0.8654	CDC_B11116	Pakistan
QG37_07249	0.9437	CDC_B11117	Pakistan
QG37_07249	1.0359	CDC_B11118	Pakistan
QG37_07249	0.9540	CDC_B11119	Pakistan
QG37_07249	0.7905	CDC_B11200	India
QG37_07249	0.8841	CDC_B11201	India
QG37_07249	0.9951	CDC_B11205	India
QG37_07249	0.8090	CDC_B11206	India
QG37_07249	0.8449	CDC_B11207	India
QG37_07249	1.0292	CDC_B11208	India
QG37_07249	0.8723	CDC_B11209	India
QG37_07249	0.6408	CDC_B11210	India
QG37_07249	0.8332	CDC_B11212	India
QG37_07249	0.9592	CDC_B11213	India
QG37_07249	0.9212	CDC_B11214	India
QG37_07249	0.8697	CDC_B11215	India
QG37_07249	0.8105	CDC_B11216	India
QG37_07249	0.8497	CDC_B11217	India
QG37_07249	0.8454	CDC_B11218	India
QG37_07249	0.8446	CDC_B11219	India
QG37_07249	0.9271	CDC_B11220	Japan
QG37_07249	0.9814	CDC_B11221	South Africa
QG37_07249	0.8546	CDC_B11222	South Africa
QG37_07249	0.9969	CDC_B11223	South Africa
QG37_07249	0.8685	CDC_B11224	South Africa
QG37_07249	0.8387	CDC_B11225	South Africa
QG37_07249	1.0224	CDC_B11226	South Africa
QG37_07249	0.8969	CDC_B11227	South Africa
QG37_07249	0.8107	CDC_B11228	South Africa
QG37_07249	0.8837	CDC_B11229	South Africa
QG37_07249	0.8547	CDC_B11230	South Africa
QG37_07249	0.9114	CDC_B11243	Venezuela
QG37_07249	0.9478	CDC_B11244	Venezuela
QG37_07249	0.9011	CDC_B11245	Venezuela
QG37_07249	0.9656	CDC_B11246	Venezuela
QG37_07249	1.0178	CDC_B11247	Venezuela
QG37_07250	0.8986	CDC_B11096	Pakistan
QG37_07250	0.9506	CDC_B11097	Pakistan
QG37_07250	0.8547	CDC_B11098	Pakistan
QG37_07250	0.9331	CDC_B11099	Pakistan
QG37_07250	0.9235	CDC_B11101	Pakistan
QG37_07250	0.7522	CDC_B11102	Pakistan
QG37_07250	0.9468	CDC_B11103	Pakistan
QG37_07250	1.0035	CDC_B11105	Pakistan
QG37_07250	0.8424	CDC_B11112	Pakistan
QG37_07250	0.9361	CDC_B11113	Pakistan
QG37_07250	0.7406	CDC_B11114	Pakistan
QG37_07250	0.9077	CDC_B11115	Pakistan
QG37_07250	0.9378	CDC_B11116	Pakistan
QG37_07250	0.8784	CDC_B11117	Pakistan
QG37_07250	0.8707	CDC_B11118	Pakistan
QG37_07250	0.8681	CDC_B11119	Pakistan
QG37_07250	1.0280	CDC_B11200	India
QG37_07250	0.8897	CDC_B11201	India
QG37_07250	0.9225	CDC_B11205	India
QG37_07250	0.7336	CDC_B11206	India
QG37_07250	1.0667	CDC_B11207	India
QG37_07250	1.0295	CDC_B11208	India
QG37_07250	0.9681	CDC_B11209	India
QG37_07250	1.1587	CDC_B11210	India
QG37_07250	1.0113	CDC_B11212	India
QG37_07250	0.9063	CDC_B11213	India
QG37_07250	0.9218	CDC_B11214	India
QG37_07250	0.8809	CDC_B11215	India
QG37_07250	0.8703	CDC_B11216	India
QG37_07250	0.8660	CDC_B11217	India
QG37_07250	0.9687	CDC_B11218	India
QG37_07250	0.9876	CDC_B11219	India
QG37_07250	1.1124	CDC_B11220	Japan
QG37_07250	1.0029	CDC_B11221	South Africa
QG37_07250	0.9711	CDC_B11222	South Africa
QG37_07250	0.7957	CDC_B11223	South Africa
QG37_07250	1.0106	CDC_B11224	South Africa
QG37_07250	1.0276	CDC_B11225	South Africa
QG37_07250	1.1479	CDC_B11226	South Africa
QG37_07250	0.9806	CDC_B11227	South Africa
QG37_07250	1.0698	CDC_B11228	South Africa
QG37_07250	0.9272	CDC_B11229	South Africa
QG37_07250	0.7959	CDC_B11230	South Africa
QG37_07250	1.0376	CDC_B11243	Venezuela
QG37_07250	1.0961	CDC_B11244	Venezuela
QG37_07250	0.9953	CDC_B11245	Venezuela
QG37_07250	1.1188	CDC_B11246	Venezuela
QG37_07250	0.9697	CDC_B11247	Venezuela
QG37_07251	0.8559	CDC_B11096	Pakistan
QG37_07251	0.9631	CDC_B11097	Pakistan
QG37_07251	0.7521	CDC_B11098	Pakistan
QG37_07251	1.0076	CDC_B11099	Pakistan
QG37_07251	0.9282	CDC_B11101	Pakistan
QG37_07251	0.8275	CDC_B11102	Pakistan
QG37_07251	0.8432	CDC_B11103	Pakistan
QG37_07251	0.8365	CDC_B11105	Pakistan
QG37_07251	0.6835	CDC_B11112	Pakistan
QG37_07251	0.8953	CDC_B11113	Pakistan
QG37_07251	0.9047	CDC_B11114	Pakistan
QG37_07251	0.7285	CDC_B11115	Pakistan
QG37_07251	0.8558	CDC_B11116	Pakistan
QG37_07251	0.9089	CDC_B11117	Pakistan
QG37_07251	0.7990	CDC_B11118	Pakistan
QG37_07251	0.9845	CDC_B11119	Pakistan
QG37_07251	0.7630	CDC_B11200	India
QG37_07251	0.8055	CDC_B11201	India
QG37_07251	0.8630	CDC_B11205	India
QG37_07251	1.0367	CDC_B11206	India
QG37_07251	0.8759	CDC_B11207	India
QG37_07251	0.9595	CDC_B11208	India
QG37_07251	0.8647	CDC_B11209	India
QG37_07251	1.0236	CDC_B11210	India
QG37_07251	0.9097	CDC_B11212	India
QG37_07251	0.7274	CDC_B11213	India
QG37_07251	0.7968	CDC_B11214	India
QG37_07251	0.9683	CDC_B11215	India
QG37_07251	0.7763	CDC_B11216	India
QG37_07251	0.6550	CDC_B11217	India
QG37_07251	0.9597	CDC_B11218	India
QG37_07251	0.8899	CDC_B11219	India
QG37_07251	0.9820	CDC_B11220	Japan
QG37_07251	0.9434	CDC_B11221	South Africa
QG37_07251	0.9544	CDC_B11222	South Africa
QG37_07251	1.0064	CDC_B11223	South Africa
QG37_07251	1.1026	CDC_B11224	South Africa
QG37_07251	0.9656	CDC_B11225	South Africa
QG37_07251	0.9309	CDC_B11226	South Africa
QG37_07251	1.0198	CDC_B11227	South Africa
QG37_07251	0.8449	CDC_B11228	South Africa
QG37_07251	0.9003	CDC_B11229	South Africa
QG37_07251	0.9349	CDC_B11230	South Africa
QG37_07251	0.8779	CDC_B11243	Venezuela
QG37_07251	0.8304	CDC_B11244	Venezuela
QG37_07251	1.0104	CDC_B11245	Venezuela
QG37_07251	0.9736	CDC_B11246	Venezuela
QG37_07251	0.9940	CDC_B11247	Venezuela
QG37_07252	0.8384	CDC_B11096	Pakistan
QG37_07252	0.7882	CDC_B11097	Pakistan
QG37_07252	0.8232	CDC_B11098	Pakistan
QG37_07252	0.8737	CDC_B11099	Pakistan
QG37_07252	0.9038	CDC_B11101	Pakistan
QG37_07252	0.9093	CDC_B11102	Pakistan
QG37_07252	1.0505	CDC_B11103	Pakistan
QG37_07252	0.9365	CDC_B11105	Pakistan
QG37_07252	0.9231	CDC_B11112	Pakistan
QG37_07252	0.8827	CDC_B11113	Pakistan
QG37_07252	0.9342	CDC_B11114	Pakistan
QG37_07252	0.8415	CDC_B11115	Pakistan
QG37_07252	0.8929	CDC_B11116	Pakistan
QG37_07252	0.9904	CDC_B11117	Pakistan
QG37_07252	0.9821	CDC_B11118	Pakistan
QG37_07252	0.9174	CDC_B11119	Pakistan
QG37_07252	0.8546	CDC_B11200	India
QG37_07252	0.8602	CDC_B11201	India
QG37_07252	0.8776	CDC_B11205	India
QG37_07252	0.8696	CDC_B11206	India
QG37_07252	0.8510	CDC_B11207	India
QG37_07252	0.8579	CDC_B11208	India
QG37_07252	0.8043	CDC_B11209	India
QG37_07252	0.7816	CDC_B11210	India
QG37_07252	0.9192	CDC_B11212	India
QG37_07252	0.7719	CDC_B11213	India
QG37_07252	0.8356	CDC_B11214	India
QG37_07252	0.8492	CDC_B11215	India
QG37_07252	0.8298	CDC_B11216	India
QG37_07252	0.7808	CDC_B11217	India
QG37_07252	0.8373	CDC_B11218	India
QG37_07252	0.8734	CDC_B11219	India
QG37_07252	0.9656	CDC_B11220	Japan
QG37_07252	0.9925	CDC_B11221	South Africa
QG37_07252	0.9805	CDC_B11222	South Africa
QG37_07252	0.9155	CDC_B11223	South Africa
QG37_07252	1.0442	CDC_B11224	South Africa
QG37_07252	0.9477	CDC_B11225	South Africa
QG37_07252	0.8243	CDC_B11226	South Africa
QG37_07252	1.0045	CDC_B11227	South Africa
QG37_07252	0.9729	CDC_B11228	South Africa
QG37_07252	0.9390	CDC_B11229	South Africa
QG37_07252	0.9875	CDC_B11230	South Africa
QG37_07252	1.0133	CDC_B11243	Venezuela
QG37_07252	0.8213	CDC_B11244	Venezuela
QG37_07252	0.8444	CDC_B11245	Venezuela
QG37_07252	0.9709	CDC_B11246	Venezuela
QG37_07252	0.9332	CDC_B11247	Venezuela
QG37_07253	0.9597	CDC_B11096	Pakistan
QG37_07253	0.9143	CDC_B11097	Pakistan
QG37_07253	0.8822	CDC_B11098	Pakistan
QG37_07253	0.8976	CDC_B11099	Pakistan
QG37_07253	0.9323	CDC_B11101	Pakistan
QG37_07253	0.8252	CDC_B11102	Pakistan
QG37_07253	0.8645	CDC_B11103	Pakistan
QG37_07253	1.0124	CDC_B11105	Pakistan
QG37_07253	0.9285	CDC_B11112	Pakistan
QG37_07253	0.8059	CDC_B11113	Pakistan
QG37_07253	0.8870	CDC_B11114	Pakistan
QG37_07253	0.8299	CDC_B11115	Pakistan
QG37_07253	0.7749	CDC_B11116	Pakistan
QG37_07253	0.9782	CDC_B11117	Pakistan
QG37_07253	0.8534	CDC_B11118	Pakistan
QG37_07253	0.8910	CDC_B11119	Pakistan
QG37_07253	0.9014	CDC_B11200	India
QG37_07253	1.0045	CDC_B11201	India
QG37_07253	0.8569	CDC_B11205	India
QG37_07253	0.8334	CDC_B11206	India
QG37_07253	0.8222	CDC_B11207	India
QG37_07253	0.8486	CDC_B11208	India
QG37_07253	0.9057	CDC_B11209	India
QG37_07253	1.0196	CDC_B11210	India
QG37_07253	0.8819	CDC_B11212	India
QG37_07253	0.7660	CDC_B11213	India
QG37_07253	0.8373	CDC_B11214	India
QG37_07253	0.8768	CDC_B11215	India
QG37_07253	0.7724	CDC_B11216	India
QG37_07253	0.7639	CDC_B11217	India
QG37_07253	0.9604	CDC_B11218	India
QG37_07253	0.8425	CDC_B11219	India
QG37_07253	0.9374	CDC_B11220	Japan
QG37_07253	0.8918	CDC_B11221	South Africa
QG37_07253	0.9152	CDC_B11222	South Africa
QG37_07253	0.8202	CDC_B11223	South Africa
QG37_07253	0.8764	CDC_B11224	South Africa
QG37_07253	0.9809	CDC_B11225	South Africa
QG37_07253	1.0496	CDC_B11226	South Africa
QG37_07253	0.8723	CDC_B11227	South Africa
QG37_07253	0.8916	CDC_B11228	South Africa
QG37_07253	0.9595	CDC_B11229	South Africa
QG37_07253	0.8530	CDC_B11230	South Africa
QG37_07253	1.0452	CDC_B11243	Venezuela
QG37_07253	0.8951	CDC_B11244	Venezuela
QG37_07253	0.9952	CDC_B11245	Venezuela
QG37_07253	1.0260	CDC_B11246	Venezuela
QG37_07253	0.8587	CDC_B11247	Venezuela
QG37_07254	0.8494	CDC_B11096	Pakistan
QG37_07254	0.9239	CDC_B11097	Pakistan
QG37_07254	0.7508	CDC_B11098	Pakistan
QG37_07254	0.9542	CDC_B11099	Pakistan
QG37_07254	0.9413	CDC_B11101	Pakistan
QG37_07254	0.7649	CDC_B11102	Pakistan
QG37_07254	0.9344	CDC_B11103	Pakistan
QG37_07254	0.9603	CDC_B11105	Pakistan
QG37_07254	0.8436	CDC_B11112	Pakistan
QG37_07254	0.8035	CDC_B11113	Pakistan
QG37_07254	0.9035	CDC_B11114	Pakistan
QG37_07254	0.7683	CDC_B11115	Pakistan
QG37_07254	0.8856	CDC_B11116	Pakistan
QG37_07254	0.8846	CDC_B11117	Pakistan
QG37_07254	0.9491	CDC_B11118	Pakistan
QG37_07254	0.9615	CDC_B11119	Pakistan
QG37_07254	1.0335	CDC_B11200	India
QG37_07254	0.9452	CDC_B11201	India
QG37_07254	0.9948	CDC_B11205	India
QG37_07254	0.9946	CDC_B11206	India
QG37_07254	0.9377	CDC_B11207	India
QG37_07254	1.0144	CDC_B11208	India
QG37_07254	0.9760	CDC_B11209	India
QG37_07254	0.9248	CDC_B11210	India
QG37_07254	1.0611	CDC_B11212	India
QG37_07254	0.9914	CDC_B11213	India
QG37_07254	0.9666	CDC_B11214	India
QG37_07254	0.9020	CDC_B11215	India
QG37_07254	1.0679	CDC_B11216	India
QG37_07254	1.0649	CDC_B11217	India
QG37_07254	0.8986	CDC_B11218	India
QG37_07254	0.7650	CDC_B11219	India
QG37_07254	0.7797	CDC_B11220	Japan
QG37_07254	0.9015	CDC_B11221	South Africa
QG37_07254	0.8791	CDC_B11222	South Africa
QG37_07254	0.9420	CDC_B11223	South Africa
QG37_07254	1.0130	CDC_B11224	South Africa
QG37_07254	0.8170	CDC_B11225	South Africa
QG37_07254	0.8041	CDC_B11226	South Africa
QG37_07254	0.9577	CDC_B11227	South Africa
QG37_07254	0.9081	CDC_B11228	South Africa
QG37_07254	0.9204	CDC_B11229	South Africa
QG37_07254	0.9766	CDC_B11230	South Africa
QG37_07254	1.0820	CDC_B11243	Venezuela
QG37_07254	0.9741	CDC_B11244	Venezuela
QG37_07254	0.9019	CDC_B11245	Venezuela
QG37_07254	1.0022	CDC_B11246	Venezuela
QG37_07254	0.8613	CDC_B11247	Venezuela
QG37_07255	1.0095	CDC_B11096	Pakistan
QG37_07255	0.9046	CDC_B11097	Pakistan
QG37_07255	1.0553	CDC_B11098	Pakistan
QG37_07255	1.0202	CDC_B11099	Pakistan
QG37_07255	0.9699	CDC_B11101	Pakistan
QG37_07255	0.9809	CDC_B11102	Pakistan
QG37_07255	1.0206	CDC_B11103	Pakistan
QG37_07255	1.0606	CDC_B11105	Pakistan
QG37_07255	0.9639	CDC_B11112	Pakistan
QG37_07255	1.0118	CDC_B11113	Pakistan
QG37_07255	1.0089	CDC_B11114	Pakistan
QG37_07255	0.9072	CDC_B11115	Pakistan
QG37_07255	1.0077	CDC_B11116	Pakistan
QG37_07255	0.9688	CDC_B11117	Pakistan
QG37_07255	0.9717	CDC_B11118	Pakistan
QG37_07255	1.0375	CDC_B11119	Pakistan
QG37_07255	0.9881	CDC_B11200	India
QG37_07255	0.9412	CDC_B11201	India
QG37_07255	0.9532	CDC_B11205	India
QG37_07255	1.0662	CDC_B11206	India
QG37_07255	1.0050	CDC_B11207	India
QG37_07255	0.9995	CDC_B11208	India
QG37_07255	0.9839	CDC_B11209	India
QG37_07255	0.9742	CDC_B11210	India
QG37_07255	1.0339	CDC_B11212	India
QG37_07255	0.9604	CDC_B11213	India
QG37_07255	0.9277	CDC_B11214	India
QG37_07255	0.8948	CDC_B11215	India
QG37_07255	0.9456	CDC_B11216	India
QG37_07255	0.8245	CDC_B11217	India
QG37_07255	0.9858	CDC_B11218	India
QG37_07255	0.9795	CDC_B11219	India
QG37_07255	1.0318	CDC_B11220	Japan
QG37_07255	0.9948	CDC_B11221	South Africa
QG37_07255	1.0175	CDC_B11222	South Africa
QG37_07255	0.9852	CDC_B11223	South Africa
QG37_07255	1.0318	CDC_B11224	South Africa
QG37_07255	0.9071	CDC_B11225	South Africa
QG37_07255	1.0360	CDC_B11226	South Africa
QG37_07255	1.0100	CDC_B11227	South Africa
QG37_07255	1.1249	CDC_B11228	South Africa
QG37_07255	0.9791	CDC_B11229	South Africa
QG37_07255	0.9043	CDC_B11230	South Africa
